user, amount
0xfddd8e89dfb65fe2da8e907939a281135ef3802d, 151.09940764850302
0x7edef0eac50ff02e93e9494082591aef345ca7e4, 0
0x46065d04e06bca2ddfe0cf1ffa3b9fb1f98eb673, 0.8618763791706565
0x2768ef0331cfde4cab0ffbf989c8f9d622c64c10, 0.00399588137241336
0x9396723449889a170fc03a5c146cd48a9133d271, 8.14487363434384
0xb1292411d17f540e7b7bcb9928b4a62fc3d8a22e, 848.7575554426572
0x21bc65637dd6e7b171f2f78a1845f9807bbe3148, 2159.339273687084
0x697376126414850a5ee19cb66cc32a352f34ee0a, 10.406973382812396
0x95cf752ce4d8423992037bb3ea9f1cd3e5e19e31, 0.010863167843167867
0xa02c2ce3c2da71534e80a4e01ef8bc5f0c4b45d2, 590.3373811660028
0x8868a84fff6ff1e51efe2a2f757a393461178797, 13.824914652619443
0x3e00953acc71cba882e8631b2a63b3cc5a401322, 5.812107699480551
0x2e57b0399ff2d364d1c51cd274c4bc5bb8be0b3b, 1034.3456140088133
0xc5b9b6f595e5e69d5c7b8429e815ea5042d791a2, 1.8086486574066283
0x35117ce3354c4c60770e5482d0c087be33e287e6, 20.71967797973703
0xc1e7e70d394e6ee05ce5ceb0f55bb7113af195f5, 23.007860024759466
0xb84e827cedb57a8770c0d2661a6051f3b9e28afc, 8.74724440971673
0x13217c2789e6661f22a6bd04701fdd4ddb0969dd, 68.45342600503876
0x2fc261f7cab6d50580e3007a0ed793d95a1c4e2e, 112.59594820912393
0x239b3943fdcaacb4761c2fff82bfaaaba0f479eb, 114.99781023297362
0xbb936af9a5a1cdabf23103c6cf2311335cde8b28, 80.76939424303876
0x1568ed1cda2eb4b1662c8b2ff1878dee9cc5a302, 113.2121052599524
0x7241c16977eaba74ad74be2ba3aa54fb03875655, 53.87768856299687
0x2d8fdd1b51abc5f354e59891f11e4095c3976c8a, 91.42734965816513
0xbe860b9859d2434a8aa0f76ddde19484f74005e0, 90.57926865731335
0xfd56b9b1f2b124fc500a9d9368025506e2d4ee0f, 14.10240417039
0x1af4af24d394e1871a09af4a2132e4bc4f73105d, 3667.068333414488
0x5eca0fc283d258ef0213595697735dc9acf89f1c, 1432.6649091824122
0xf706bc1b284e37ec672865eb56491e82dc7ab141, 926.0702189330468
0xf34303cdcb43b20f725c56e7e5e09eab4578ab4d, 69.93725738031164
0x09e4f9cf3af1bfceaf4bef24604792a5e11f91e2, 0.12744988787715184
0x5359dd0d3a57aef4effca0dd24e45bf4b2ae86af, 22.493628717379877
0x8182280b0fbb151a7544f64c8f729c098546d153, 0.06424594748217674
0x6e980fe3be119301b7ac4d6e09f7ec126e5d198d, 216.12458979383857
0x40ce70499d8b3da470dfe03a44a5d00fdb292cdb, 767.283205433172
0x42c4c9170cb44f0a77857d0a0f8dfba8e63f2f25, 274.133442874358
0xc3bf005eda7bcf56a138cc555ff77efa4c3a20eb, 177.7884615343167
